id,file,algo,protocol,arch,opcode_count,nodes,edges,entropy
702,sample_0702_avr.bin,Twofish-ECB,WiFi,avr,60,20,15,0.1
703,sample_0703_risc.bin,3DES-ECB,TLS,risc,134,9,21,1.5
704,sample_0704_avr.bin,CHACHA20,Bluetooth,avr,53,14,25,2.26
705,sample_0705_avr.bin,RC4-CBC,DTLS,avr,70,17,18,6.22
706,sample_0706_avr.bin,DES-ECB,SSH,avr,153,15,22,4.39
707,sample_0707_mips.bin,IDEA-ECB,SSH,mips,118,14,25,4.57
708,sample_0708_risc.bin,Blowfish-ECB,Bluetooth,risc,172,6,10,6.97
709,sample_0709_z80.bin,3DES-CBC,Bluetooth,z80,195,7,16,7.65
710,sample_0710_mips.bin,ECDHE,SSH,mips,109,8,10,4.88
711,sample_0711_riscv.bin,CAST-CBC,Bluetooth,riscv,197,10,15,0.52
712,sample_0712_riscv.bin,CHACHA20,DTLS,riscv,197,20,15,4.22
713,sample_0713_avr.bin,RC4-ECB,TLS,avr,94,14,12,4.68
714,sample_0714_risc.bin,Twofish-CBC,DTLS,risc,76,8,21,4.15
715,sample_0715_z80.bin,Twofish-ECB,WiFi,z80,158,5,25,4.01
716,sample_0716_arm.bin,Blowfish-CBC,SSH,arm,135,12,5,1.15
717,sample_0717_riscv.bin,3DES-CBC,WiFi,riscv,163,15,15,0.04
718,sample_0718_avr.bin,Twofish-CBC,WiFi,avr,156,5,12,3.67
719,sample_0719_z80.bin,Blowfish-ECB,WiFi,z80,169,6,19,6.57
720,sample_0720_x86.bin,Blowfish-CBC,TLS,x86,127,14,18,1.11
721,sample_0721_arm.bin,Blowfish-CBC,SSH,arm,178,13,21,2.98
722,sample_0722_mips.bin,ECDSA,DTLS,mips,134,15,22,3.08
723,sample_0723_z80.bin,CAST-CBC,Bluetooth,z80,127,17,22,6.14
724,sample_0724_risc.bin,3DES-CBC,SSH,risc,58,14,6,5.71
725,sample_0725_riscv.bin,AES-ECB,TLS,riscv,113,18,16,2.41
726,sample_0726_riscv.bin,ECDHE,DTLS,riscv,198,20,19,6.21
727,sample_0727_risc.bin,Twofish-ECB,TLS,risc,129,5,9,5.87
728,sample_0728_mips.bin,RC4-ECB,Bluetooth,mips,139,12,5,6.19
729,sample_0729_arm.bin,RC4-CBC,DTLS,arm,102,17,23,2.57
730,sample_0730_arm.bin,Twofish-CBC,WiFi,arm,191,20,24,7.44
731,sample_0731_riscv.bin,CAST-ECB,Bluetooth,riscv,50,16,24,2.95
732,sample_0732_risc.bin,IDEA-CBC,Bluetooth,risc,76,17,7,6.11
733,sample_0733_avr.bin,DES-ECB,SSH,avr,54,17,12,2.84
734,sample_0734_z80.bin,Blowfish-ECB,TLS,z80,107,20,13,1.97
735,sample_0735_mips.bin,SHA1,DTLS,mips,73,16,19,3.63
736,sample_0736_risc.bin,3DES-CBC,DTLS,risc,180,6,5,0.05
737,sample_0737_x86.bin,3DES-CBC,DTLS,x86,102,18,6,4.66
738,sample_0738_mips.bin,DES-ECB,TLS,mips,182,17,15,6.31
739,sample_0739_x86.bin,Twofish-CBC,SSH,x86,114,11,8,1.53
740,sample_0740_x86.bin,SHA1,DTLS,x86,64,17,23,5.04
741,sample_0741_mips.bin,Blowfish-ECB,SSH,mips,98,16,5,3.17
742,sample_0742_risc.bin,CHACHA20,DTLS,risc,52,19,6,4.68
743,sample_0743_riscv.bin,AES-CBC,Bluetooth,riscv,113,13,12,6.26
744,sample_0744_risc.bin,3DES-ECB,DTLS,risc,118,7,20,7.81
745,sample_0745_arm.bin,Blowfish-ECB,WiFi,arm,144,9,7,0.77
746,sample_0746_z80.bin,Twofish-ECB,WiFi,z80,184,10,12,4.58
747,sample_0747_z80.bin,Blowfish-ECB,SSH,z80,118,10,15,7.0
748,sample_0748_z80.bin,Twofish-ECB,TLS,z80,80,13,6,5.04
749,sample_0749_z80.bin,RSA,SSH,z80,149,15,5,6.91
750,sample_0750_x86.bin,AES-ECB,WiFi,x86,198,13,6,2.83
751,sample_0751_risc.bin,RSA,Bluetooth,risc,183,8,20,3.44
752,sample_0752_mips.bin,CHACHA20,TLS,mips,197,16,9,3.18
753,sample_0753_x86.bin,RSA,WiFi,x86,145,14,5,6.0
754,sample_0754_mips.bin,HMAC,WiFi,mips,88,11,6,3.11
755,sample_0755_mips.bin,DES-ECB,Bluetooth,mips,157,15,15,3.47
756,sample_0756_arm.bin,SHA256,DTLS,arm,181,13,10,6.32
757,sample_0757_arm.bin,CHACHA20,WiFi,arm,66,12,8,1.94
758,sample_0758_arm.bin,RC4-CBC,TLS,arm,178,9,12,5.4
759,sample_0759_arm.bin,IDEA-ECB,WiFi,arm,52,8,8,6.47
760,sample_0760_riscv.bin,RC4-ECB,DTLS,riscv,91,11,6,7.92
761,sample_0761_arm.bin,AES-ECB,TLS,arm,144,8,7,3.65
762,sample_0762_risc.bin,Twofish-ECB,SSH,risc,155,17,19,4.15
763,sample_0763_arm.bin,Twofish-ECB,WiFi,arm,99,13,8,0.39
764,sample_0764_risc.bin,CAST-ECB,TLS,risc,192,14,17,5.24
765,sample_0765_risc.bin,Blowfish-ECB,WiFi,risc,172,15,13,2.12
766,sample_0766_x86.bin,SHA256,SSH,x86,127,16,14,1.79
767,sample_0767_x86.bin,AES-CBC,TLS,x86,167,6,11,4.4
768,sample_0768_risc.bin,IDEA-CBC,DTLS,risc,109,13,20,0.75
769,sample_0769_arm.bin,3DES-CBC,TLS,arm,142,5,9,4.81
770,sample_0770_z80.bin,Twofish-CBC,Bluetooth,z80,129,7,15,2.89
771,sample_0771_riscv.bin,CHACHA20,WiFi,riscv,150,19,24,4.63
772,sample_0772_risc.bin,DES-CBC,TLS,risc,76,14,20,6.04
773,sample_0773_arm.bin,AES-ECB,Bluetooth,arm,192,10,5,5.88
774,sample_0774_z80.bin,DES-ECB,DTLS,z80,126,10,22,4.14
775,sample_0775_x86.bin,3DES-CBC,WiFi,x86,121,8,21,2.77
776,sample_0776_mips.bin,ECDHE,Bluetooth,mips,154,11,24,5.43
777,sample_0777_riscv.bin,Blowfish-ECB,DTLS,riscv,157,15,11,7.13
778,sample_0778_mips.bin,AES-ECB,DTLS,mips,114,11,13,2.01
779,sample_0779_riscv.bin,ECDSA,Bluetooth,riscv,53,20,11,4.04
780,sample_0780_risc.bin,RC4-CBC,SSH,risc,153,15,10,3.86
781,sample_0781_riscv.bin,IDEA-CBC,WiFi,riscv,70,5,12,1.05
782,sample_0782_risc.bin,AES-ECB,WiFi,risc,131,8,19,5.13
783,sample_0783_avr.bin,Twofish-ECB,DTLS,avr,116,5,18,6.14
784,sample_0784_riscv.bin,ECDSA,SSH,riscv,74,6,9,2.62
785,sample_0785_mips.bin,CHACHA20,DTLS,mips,137,6,8,3.54
786,sample_0786_avr.bin,GCM,TLS,avr,145,11,24,7.72
787,sample_0787_riscv.bin,IDEA-CBC,DTLS,riscv,108,14,11,1.9
788,sample_0788_risc.bin,Blowfish-CBC,TLS,risc,130,9,9,7.12
789,sample_0789_x86.bin,ECDSA,SSH,x86,90,6,16,7.02
790,sample_0790_riscv.bin,RC4-ECB,TLS,riscv,132,19,11,0.29
791,sample_0791_arm.bin,RC4-ECB,WiFi,arm,137,10,7,3.76
792,sample_0792_z80.bin,CAST-CBC,DTLS,z80,120,7,6,6.67
793,sample_0793_risc.bin,Twofish-ECB,SSH,risc,141,18,25,0.62
794,sample_0794_z80.bin,Blowfish-CBC,Bluetooth,z80,182,16,21,3.43
795,sample_0795_riscv.bin,ECDSA,Bluetooth,riscv,151,13,18,0.64
796,sample_0796_arm.bin,GCM,DTLS,arm,110,9,17,1.75
797,sample_0797_riscv.bin,DES-CBC,Bluetooth,riscv,163,12,8,2.68
798,sample_0798_avr.bin,IDEA-ECB,TLS,avr,52,8,20,1.13
799,sample_0799_risc.bin,3DES-ECB,SSH,risc,61,9,17,7.93
800,sample_0800_avr.bin,RC4-CBC,SSH,avr,111,15,16,0.14
801,sample_0801_avr.bin,RSA,Bluetooth,avr,143,8,8,3.08
802,sample_0802_mips.bin,DES-CBC,TLS,mips,142,15,8,4.29
803,sample_0803_x86.bin,SHA256,SSH,x86,193,12,21,4.25
804,sample_0804_riscv.bin,CAST-ECB,WiFi,riscv,91,13,12,6.03
805,sample_0805_risc.bin,Twofish-CBC,WiFi,risc,87,5,6,6.92
806,sample_0806_arm.bin,Twofish-CBC,Bluetooth,arm,150,7,8,6.91
807,sample_0807_avr.bin,HMAC,TLS,avr,107,8,17,5.76
808,sample_0808_risc.bin,RSA,WiFi,risc,156,7,16,0.01
809,sample_0809_mips.bin,3DES-ECB,SSH,mips,197,16,21,7.35
810,sample_0810_avr.bin,CAST-ECB,SSH,avr,117,10,14,6.21
811,sample_0811_mips.bin,IDEA-ECB,TLS,mips,190,19,21,6.81
812,sample_0812_x86.bin,IDEA-ECB,Bluetooth,x86,56,17,19,7.86
813,sample_0813_riscv.bin,RC4-CBC,SSH,riscv,131,5,6,0.61
814,sample_0814_arm.bin,3DES-CBC,WiFi,arm,161,5,23,0.81
815,sample_0815_avr.bin,SHA1,Bluetooth,avr,50,5,25,6.59
816,sample_0816_arm.bin,3DES-CBC,Bluetooth,arm,155,9,5,5.51
817,sample_0817_mips.bin,GCM,DTLS,mips,87,17,15,7.42
818,sample_0818_z80.bin,3DES-ECB,Bluetooth,z80,61,9,10,0.83
819,sample_0819_mips.bin,Twofish-CBC,WiFi,mips,179,14,10,1.03
820,sample_0820_riscv.bin,ECDSA,WiFi,riscv,127,13,22,4.48
821,sample_0821_z80.bin,DES-CBC,SSH,z80,185,13,25,0.73
822,sample_0822_risc.bin,GCM,SSH,risc,81,7,15,6.21
823,sample_0823_z80.bin,SHA256,SSH,z80,80,10,7,3.6
824,sample_0824_arm.bin,RC4-ECB,Bluetooth,arm,90,5,5,5.84
825,sample_0825_arm.bin,RC4-ECB,DTLS,arm,153,13,14,2.77
826,sample_0826_z80.bin,CHACHA20,WiFi,z80,73,8,20,1.49
827,sample_0827_riscv.bin,Twofish-ECB,TLS,riscv,55,13,25,1.56
828,sample_0828_avr.bin,3DES-CBC,Bluetooth,avr,194,7,14,4.54
829,sample_0829_arm.bin,SHA256,WiFi,arm,173,6,22,2.13
830,sample_0830_mips.bin,ECDSA,SSH,mips,156,18,18,7.9
831,sample_0831_risc.bin,RC4-ECB,DTLS,risc,178,6,10,4.29
832,sample_0832_risc.bin,SHA256,DTLS,risc,86,16,21,3.29
833,sample_0833_arm.bin,IDEA-ECB,WiFi,arm,185,19,12,1.08
834,sample_0834_mips.bin,RC4-ECB,WiFi,mips,133,12,12,3.1
835,sample_0835_arm.bin,IDEA-CBC,SSH,arm,102,20,11,5.44
836,sample_0836_arm.bin,3DES-CBC,TLS,arm,89,15,7,7.9
837,sample_0837_x86.bin,HMAC,SSH,x86,189,16,25,5.52
838,sample_0838_arm.bin,RC4-ECB,DTLS,arm,172,8,15,6.74
839,sample_0839_riscv.bin,SHA1,Bluetooth,riscv,128,19,9,2.12
840,sample_0840_x86.bin,SHA1,WiFi,x86,94,15,13,4.03
841,sample_0841_arm.bin,IDEA-CBC,Bluetooth,arm,119,10,24,5.8
842,sample_0842_z80.bin,GCM,TLS,z80,78,6,8,1.78
843,sample_0843_avr.bin,3DES-ECB,WiFi,avr,173,13,23,2.8
844,sample_0844_mips.bin,3DES-ECB,SSH,mips,157,19,8,0.47
845,sample_0845_avr.bin,CAST-ECB,TLS,avr,95,10,14,5.58
846,sample_0846_z80.bin,CAST-CBC,DTLS,z80,170,8,14,0.16
847,sample_0847_z80.bin,GCM,TLS,z80,80,7,6,2.14
848,sample_0848_riscv.bin,GCM,Bluetooth,riscv,104,15,22,2.21
849,sample_0849_avr.bin,Blowfish-CBC,SSH,avr,195,9,6,3.47
850,sample_0850_avr.bin,3DES-CBC,WiFi,avr,189,13,18,4.12
851,sample_0851_avr.bin,AES-ECB,DTLS,avr,149,7,25,2.88
852,sample_0852_riscv.bin,CAST-CBC,WiFi,riscv,134,20,14,2.14
853,sample_0853_x86.bin,Blowfish-CBC,WiFi,x86,54,10,11,4.99
854,sample_0854_riscv.bin,ECDHE,WiFi,riscv,197,20,25,1.95
855,sample_0855_riscv.bin,CAST-CBC,Bluetooth,riscv,99,5,23,5.58
856,sample_0856_arm.bin,3DES-CBC,SSH,arm,178,15,13,2.26
857,sample_0857_risc.bin,Twofish-CBC,TLS,risc,184,16,25,3.23
858,sample_0858_avr.bin,DES-CBC,DTLS,avr,186,15,21,7.04
859,sample_0859_mips.bin,Twofish-CBC,WiFi,mips,59,20,23,5.21
860,sample_0860_avr.bin,ECDHE,DTLS,avr,182,12,12,2.13
861,sample_0861_risc.bin,GCM,SSH,risc,61,20,24,0.16
862,sample_0862_mips.bin,RSA,Bluetooth,mips,107,11,24,3.28
863,sample_0863_avr.bin,RC4-ECB,SSH,avr,122,5,16,6.37
864,sample_0864_arm.bin,RC4-CBC,Bluetooth,arm,78,6,8,2.47
865,sample_0865_risc.bin,Twofish-CBC,TLS,risc,72,6,14,0.11
866,sample_0866_avr.bin,3DES-CBC,Bluetooth,avr,135,14,15,4.7
867,sample_0867_risc.bin,SHA256,WiFi,risc,121,5,5,2.58
868,sample_0868_x86.bin,DES-ECB,SSH,x86,93,17,14,7.49
869,sample_0869_z80.bin,GCM,WiFi,z80,96,16,19,5.85
870,sample_0870_risc.bin,IDEA-ECB,DTLS,risc,101,11,6,0.19
871,sample_0871_mips.bin,SHA1,SSH,mips,125,12,22,4.59
872,sample_0872_riscv.bin,Twofish-CBC,Bluetooth,riscv,156,17,23,7.6
873,sample_0873_z80.bin,3DES-CBC,Bluetooth,z80,75,14,25,1.2
874,sample_0874_z80.bin,AES-CBC,DTLS,z80,67,13,20,4.0
875,sample_0875_riscv.bin,ECDHE,DTLS,riscv,130,15,13,1.37
876,sample_0876_z80.bin,AES-CBC,SSH,z80,157,13,16,5.9
877,sample_0877_x86.bin,RC4-ECB,DTLS,x86,156,9,18,0.35
878,sample_0878_mips.bin,SHA1,WiFi,mips,90,9,15,3.19
879,sample_0879_risc.bin,DES-ECB,SSH,risc,113,14,12,3.7
880,sample_0880_avr.bin,RC4-ECB,TLS,avr,85,9,24,7.71
881,sample_0881_mips.bin,3DES-ECB,DTLS,mips,68,14,21,6.63
882,sample_0882_x86.bin,IDEA-ECB,TLS,x86,79,8,6,2.1
883,sample_0883_risc.bin,RSA,WiFi,risc,126,12,14,7.35
884,sample_0884_arm.bin,IDEA-ECB,WiFi,arm,123,14,23,6.52
885,sample_0885_risc.bin,DES-ECB,Bluetooth,risc,99,17,23,2.03
886,sample_0886_x86.bin,AES-ECB,SSH,x86,196,17,25,3.88
887,sample_0887_mips.bin,3DES-CBC,SSH,mips,72,18,13,2.47
888,sample_0888_riscv.bin,IDEA-CBC,Bluetooth,riscv,154,8,8,3.68
889,sample_0889_riscv.bin,RSA,DTLS,riscv,69,18,8,1.82
890,sample_0890_x86.bin,AES-ECB,TLS,x86,82,9,23,2.77
891,sample_0891_risc.bin,ECDSA,DTLS,risc,51,7,21,6.87
892,sample_0892_arm.bin,IDEA-ECB,WiFi,arm,74,7,14,5.57
893,sample_0893_z80.bin,ECDHE,DTLS,z80,118,15,18,1.66
894,sample_0894_risc.bin,3DES-CBC,SSH,risc,154,15,19,7.47
895,sample_0895_riscv.bin,RSA,WiFi,riscv,153,6,17,5.59
896,sample_0896_z80.bin,CAST-CBC,WiFi,z80,143,11,16,3.22
897,sample_0897_avr.bin,DES-ECB,SSH,avr,80,6,19,2.01
898,sample_0898_avr.bin,ECDSA,WiFi,avr,55,18,12,0.47
899,sample_0899_mips.bin,ECDHE,TLS,mips,77,8,10,7.81
900,sample_0900_mips.bin,IDEA-CBC,WiFi,mips,77,7,15,2.77
901,sample_0901_avr.bin,AES-ECB,SSH,avr,123,10,22,6.65
902,sample_0902_mips.bin,AES-ECB,Bluetooth,mips,137,11,5,6.64
903,sample_0903_risc.bin,IDEA-CBC,TLS,risc,94,9,19,4.88
904,sample_0904_z80.bin,AES-ECB,Bluetooth,z80,192,17,15,3.5
905,sample_0905_x86.bin,Blowfish-ECB,Bluetooth,x86,173,15,19,2.36
906,sample_0906_z80.bin,DES-ECB,WiFi,z80,121,19,20,7.61
907,sample_0907_x86.bin,SHA1,Bluetooth,x86,127,17,22,5.65
908,sample_0908_x86.bin,CHACHA20,TLS,x86,63,6,6,1.41
909,sample_0909_x86.bin,ECDHE,DTLS,x86,56,19,22,0.9
910,sample_0910_risc.bin,Blowfish-ECB,WiFi,risc,79,8,23,3.33
911,sample_0911_riscv.bin,ECDHE,DTLS,riscv,100,10,7,0.49
912,sample_0912_mips.bin,Twofish-ECB,SSH,mips,166,11,18,3.24
913,sample_0913_mips.bin,RC4-ECB,Bluetooth,mips,76,13,16,3.77
914,sample_0914_risc.bin,Blowfish-ECB,TLS,risc,137,15,19,6.37
915,sample_0915_z80.bin,IDEA-ECB,DTLS,z80,77,16,20,4.45
916,sample_0916_x86.bin,Twofish-ECB,Bluetooth,x86,187,20,11,0.47
917,sample_0917_riscv.bin,AES-CBC,DTLS,riscv,132,9,10,1.02
918,sample_0918_z80.bin,Blowfish-CBC,WiFi,z80,123,14,7,1.76
919,sample_0919_x86.bin,RC4-CBC,TLS,x86,119,9,22,1.23
920,sample_0920_risc.bin,RC4-ECB,TLS,risc,57,19,18,5.63
921,sample_0921_mips.bin,GCM,TLS,mips,165,18,17,1.74
922,sample_0922_avr.bin,DES-CBC,Bluetooth,avr,149,16,13,7.84
923,sample_0923_x86.bin,CAST-CBC,TLS,x86,116,5,13,7.94
924,sample_0924_x86.bin,SHA256,DTLS,x86,189,17,13,6.39
925,sample_0925_avr.bin,SHA1,Bluetooth,avr,81,6,8,6.82
926,sample_0926_z80.bin,CAST-ECB,DTLS,z80,188,19,7,6.52
927,sample_0927_x86.bin,RC4-CBC,Bluetooth,x86,124,18,22,3.85
928,sample_0928_riscv.bin,RSA,SSH,riscv,158,17,6,3.62
929,sample_0929_x86.bin,HMAC,Bluetooth,x86,176,18,25,5.67
930,sample_0930_x86.bin,CAST-ECB,WiFi,x86,139,7,20,4.91
931,sample_0931_z80.bin,IDEA-ECB,WiFi,z80,183,6,14,5.01
932,sample_0932_z80.bin,CAST-CBC,Bluetooth,z80,98,19,18,2.54
933,sample_0933_riscv.bin,GCM,TLS,riscv,125,17,11,1.56
934,sample_0934_riscv.bin,Blowfish-CBC,Bluetooth,riscv,70,16,21,1.31
935,sample_0935_z80.bin,GCM,DTLS,z80,98,13,23,0.02
936,sample_0936_mips.bin,GCM,TLS,mips,129,19,20,5.56
937,sample_0937_z80.bin,RC4-ECB,Bluetooth,z80,74,15,7,4.97
938,sample_0938_riscv.bin,RSA,DTLS,riscv,64,8,15,2.57
939,sample_0939_x86.bin,SHA1,WiFi,x86,104,11,11,0.45
940,sample_0940_arm.bin,Blowfish-CBC,SSH,arm,124,5,18,5.59
941,sample_0941_z80.bin,SHA256,TLS,z80,52,8,22,0.67
942,sample_0942_z80.bin,RC4-ECB,SSH,z80,152,17,12,3.89
943,sample_0943_riscv.bin,Blowfish-ECB,SSH,riscv,129,17,11,6.74
944,sample_0944_mips.bin,DES-CBC,DTLS,mips,198,6,8,7.97
945,sample_0945_z80.bin,IDEA-ECB,SSH,z80,127,19,15,3.67
946,sample_0946_arm.bin,Twofish-CBC,DTLS,arm,148,10,12,4.77
947,sample_0947_risc.bin,SHA1,Bluetooth,risc,88,13,10,4.65
948,sample_0948_avr.bin,CAST-CBC,TLS,avr,145,11,24,3.16
949,sample_0949_avr.bin,AES-ECB,DTLS,avr,190,13,19,0.82
950,sample_0950_x86.bin,RC4-CBC,DTLS,x86,181,5,12,6.98
951,sample_0951_arm.bin,AES-ECB,SSH,arm,143,10,11,5.5
952,sample_0952_arm.bin,Twofish-ECB,SSH,arm,196,14,15,2.09
953,sample_0953_arm.bin,ECDHE,Bluetooth,arm,116,6,14,7.33
954,sample_0954_riscv.bin,RSA,DTLS,riscv,158,5,19,2.16
955,sample_0955_avr.bin,IDEA-ECB,TLS,avr,65,13,23,4.16
956,sample_0956_avr.bin,AES-CBC,SSH,avr,71,20,17,4.11
957,sample_0957_z80.bin,3DES-CBC,SSH,z80,156,18,24,5.0
958,sample_0958_mips.bin,3DES-ECB,TLS,mips,79,6,23,3.05
959,sample_0959_avr.bin,SHA256,DTLS,avr,102,14,22,2.1
960,sample_0960_risc.bin,CAST-ECB,WiFi,risc,170,9,8,1.04
961,sample_0961_z80.bin,CAST-ECB,WiFi,z80,143,5,17,1.53
962,sample_0962_risc.bin,AES-CBC,DTLS,risc,74,8,25,1.63
963,sample_0963_z80.bin,Twofish-ECB,DTLS,z80,80,16,13,7.77
964,sample_0964_x86.bin,ECDHE,WiFi,x86,182,18,13,7.55
965,sample_0965_z80.bin,Twofish-CBC,DTLS,z80,50,15,13,6.07
966,sample_0966_mips.bin,IDEA-ECB,Bluetooth,mips,176,13,18,5.28
967,sample_0967_x86.bin,HMAC,WiFi,x86,115,19,23,4.88
968,sample_0968_arm.bin,GCM,WiFi,arm,74,18,13,0.22
969,sample_0969_mips.bin,ECDSA,TLS,mips,73,20,12,7.89
970,sample_0970_mips.bin,GCM,SSH,mips,139,15,5,3.02
971,sample_0971_risc.bin,SHA1,DTLS,risc,70,15,12,7.16
972,sample_0972_x86.bin,CHACHA20,WiFi,x86,143,14,8,0.07
973,sample_0973_riscv.bin,SHA256,WiFi,riscv,125,13,21,4.26
974,sample_0974_arm.bin,HMAC,TLS,arm,153,19,22,5.03
975,sample_0975_arm.bin,ECDHE,DTLS,arm,157,15,11,2.96
976,sample_0976_avr.bin,CAST-ECB,DTLS,avr,117,19,6,2.38
977,sample_0977_avr.bin,AES-CBC,TLS,avr,185,17,25,0.71
978,sample_0978_arm.bin,RC4-ECB,DTLS,arm,193,15,16,2.7
979,sample_0979_risc.bin,AES-CBC,Bluetooth,risc,104,19,10,4.36
980,sample_0980_arm.bin,DES-ECB,SSH,arm,92,6,9,1.46
981,sample_0981_avr.bin,CAST-ECB,SSH,avr,179,12,13,6.9
982,sample_0982_mips.bin,CHACHA20,TLS,mips,157,15,12,0.63
983,sample_0983_x86.bin,HMAC,DTLS,x86,189,16,19,7.74
984,sample_0984_x86.bin,AES-ECB,Bluetooth,x86,154,8,22,5.0
985,sample_0985_risc.bin,CHACHA20,SSH,risc,200,6,25,6.69
986,sample_0986_riscv.bin,Twofish-ECB,TLS,riscv,68,6,11,3.62
987,sample_0987_z80.bin,ECDSA,TLS,z80,158,5,10,3.97
988,sample_0988_risc.bin,CAST-CBC,WiFi,risc,148,11,9,7.73
989,sample_0989_riscv.bin,ECDSA,Bluetooth,riscv,182,15,16,3.55
990,sample_0990_risc.bin,AES-ECB,Bluetooth,risc,116,17,17,6.94
991,sample_0991_risc.bin,DES-CBC,TLS,risc,76,5,14,1.23
992,sample_0992_arm.bin,IDEA-CBC,Bluetooth,arm,136,9,7,7.23
993,sample_0993_mips.bin,HMAC,DTLS,mips,164,11,15,6.09
994,sample_0994_x86.bin,SHA1,SSH,x86,88,19,12,7.86
995,sample_0995_mips.bin,CHACHA20,Bluetooth,mips,132,10,15,4.12
996,sample_0996_x86.bin,DES-CBC,SSH,x86,110,11,24,6.96
997,sample_0997_arm.bin,AES-CBC,SSH,arm,185,11,14,1.96
998,sample_0998_arm.bin,Twofish-ECB,TLS,arm,136,18,16,5.23
999,sample_0999_arm.bin,ECDSA,SSH,arm,93,9,25,1.49
1000,sample_1000_x86.bin,DES-CBC,SSH,x86,59,10,24,5.71
1001,sample_1001_z80.bin,DES-ECB,TLS,z80,163,20,18,2.75
1002,sample_1002_avr.bin,SHA1,Bluetooth,avr,156,20,8,2.78
1003,sample_1003_mips.bin,SHA1,TLS,mips,50,14,8,0.08
1004,sample_1004_x86.bin,RC4-CBC,Bluetooth,x86,121,9,13,0.71
1005,sample_1005_mips.bin,DES-CBC,WiFi,mips,198,16,18,0.63
1006,sample_1006_arm.bin,RC4-ECB,Bluetooth,arm,61,14,20,1.64
1007,sample_1007_x86.bin,IDEA-ECB,WiFi,x86,140,9,8,6.41
1008,sample_1008_mips.bin,AES-ECB,WiFi,mips,68,5,20,0.47
1009,sample_1009_riscv.bin,ECDHE,TLS,riscv,66,15,20,2.61
1010,sample_1010_avr.bin,Twofish-CBC,SSH,avr,196,5,23,7.69
1011,sample_1011_risc.bin,ECDSA,Bluetooth,risc,118,16,14,3.36
1012,sample_1012_riscv.bin,AES-CBC,Bluetooth,riscv,185,10,14,0.03
1013,sample_1013_z80.bin,Twofish-CBC,TLS,z80,88,14,17,2.45
1014,sample_1014_x86.bin,Blowfish-CBC,Bluetooth,x86,51,13,6,6.01
1015,sample_1015_risc.bin,Twofish-ECB,Bluetooth,risc,158,6,7,3.21
1016,sample_1016_x86.bin,IDEA-CBC,Bluetooth,x86,139,6,25,6.89
1017,sample_1017_avr.bin,Blowfish-ECB,WiFi,avr,169,11,5,0.69
1018,sample_1018_avr.bin,SHA256,DTLS,avr,193,15,13,3.0
1019,sample_1019_z80.bin,RC4-CBC,WiFi,z80,176,9,8,2.49
1020,sample_1020_z80.bin,DES-CBC,Bluetooth,z80,63,15,13,7.29
1021,sample_1021_x86.bin,3DES-CBC,SSH,x86,93,16,7,5.8
1022,sample_1022_avr.bin,RSA,SSH,avr,178,9,11,1.79
1023,sample_1023_riscv.bin,ECDSA,WiFi,riscv,72,8,25,6.34
1024,sample_1024_arm.bin,AES-ECB,TLS,arm,135,13,23,2.88
1025,sample_1025_avr.bin,HMAC,TLS,avr,120,6,15,0.11
1026,sample_1026_avr.bin,CAST-CBC,Bluetooth,avr,189,6,13,2.67
1027,sample_1027_z80.bin,Blowfish-ECB,Bluetooth,z80,162,17,23,0.79
1028,sample_1028_riscv.bin,Twofish-CBC,WiFi,riscv,142,10,10,1.62
1029,sample_1029_avr.bin,3DES-ECB,Bluetooth,avr,165,20,6,0.24
1030,sample_1030_z80.bin,RC4-CBC,SSH,z80,72,9,16,3.92
1031,sample_1031_arm.bin,ECDSA,Bluetooth,arm,68,14,16,0.43
1032,sample_1032_riscv.bin,RC4-ECB,SSH,riscv,158,13,14,4.73
1033,sample_1033_mips.bin,RC4-ECB,TLS,mips,192,10,12,7.32
1034,sample_1034_risc.bin,RC4-CBC,TLS,risc,78,17,13,0.98
1035,sample_1035_arm.bin,ECDSA,TLS,arm,61,7,6,7.35
1036,sample_1036_riscv.bin,GCM,DTLS,riscv,101,13,19,3.05
1037,sample_1037_mips.bin,3DES-ECB,TLS,mips,116,18,25,5.44
1038,sample_1038_riscv.bin,Twofish-ECB,TLS,riscv,121,18,24,1.46
1039,sample_1039_mips.bin,DES-ECB,Bluetooth,mips,90,11,20,2.08
1040,sample_1040_riscv.bin,HMAC,DTLS,riscv,116,15,24,2.38
1041,sample_1041_z80.bin,RC4-CBC,TLS,z80,143,5,16,5.94
1042,sample_1042_arm.bin,Twofish-ECB,DTLS,arm,87,17,12,6.72
1043,sample_1043_riscv.bin,CAST-ECB,Bluetooth,riscv,59,20,15,4.54
1044,sample_1044_z80.bin,SHA1,TLS,z80,190,16,15,0.67
1045,sample_1045_riscv.bin,Twofish-ECB,WiFi,riscv,57,18,15,7.54
1046,sample_1046_riscv.bin,AES-ECB,TLS,riscv,176,5,6,6.33
1047,sample_1047_x86.bin,3DES-CBC,DTLS,x86,51,12,19,6.74
1048,sample_1048_avr.bin,Blowfish-CBC,Bluetooth,avr,184,16,21,5.76
1049,sample_1049_z80.bin,DES-ECB,DTLS,z80,99,8,15,3.57
1050,sample_1050_x86.bin,Twofish-CBC,DTLS,x86,91,13,5,0.91
1051,sample_1051_x86.bin,DES-ECB,TLS,x86,118,15,20,2.88
1052,sample_1052_avr.bin,ECDHE,SSH,avr,106,5,10,1.55
